2	0.37718628688755235	-0.44568154229924944
3	0.24915686550101962	-0.463787541984342
4	0.1551720496977804	-0.47284065634724526
5	0.09357067733077042	-0.47827252507766543
6	0.05528428104597265	-0.4818937708980544
7	0.032206707628681684	-0.4844803750554752
8	0.018570071424841437	-0.4864203281735408
9	0.010623340585465966	-0.48792918059870294
10	0.006039640940470809	-0.48913626253883263
11	0.003416478820787751	-0.4901238750353024
12	0.0019246168473849399	-0.4909468854490272
13	0.0010804299291116341	-0.4916432788760251
14	0.0006047281949158495	-0.49224018752773757
15	0.00033760828767139667	-0.4927575083592218
16	0.00018806099557673608	-0.4932101640867704
17	0.00010455251161257069	-0.4936095661993133
18	0.00005802531834973322	-0.49396459029935147
19	0.000032153581114908894	-0.49428224344149085
20	0.00001779257547916817	-0.4945681312694163
21	9.833423335950364e-6	-0.4948267916851584
22	5.4284732134536115e-6	-0.4950619375176512
23	2.9936536038327894e-6	-0.495276635886449
24	1.6493564354693629e-6	-0.4954734427245136
25	9.079254139018442e-7	-0.49565450501553304
26	4.993880113805295e-7	-0.49582163943801255
27	2.744761353322936e-7	-0.49597639353290096
28	1.5075544035745355e-7	-0.4961200937638688
29	8.274928439752494e-8	-0.49625388363408024
30	4.5393863253396605e-8	-0.49637875417961086
31	2.48879218539028e-8	-0.49649556856091376
32	1.3638105527513572e-8	-0.4966050820433852
33	7.469771160057329e-9	-0.4967079583451008
34	4.0894137759044726e-9	-0.49680478309965664
35	2.237828956736499e-9	-0.49689607501109506
36	1.2240957419783809e-9	-0.49698229514967573
37	6.693238011049819e-10	-0.497063854740225
38	3.6584613805779595e-10	-0.4971411217207454
39	1.9989882896442572e-10	-0.49721442629200835
40	1.0918908131585674e-10	-0.4972840656347082
41	5.96228064625699e-11	-0.49735030793630064
42	3.25474074881396e-11	-0.4974133958425792
43	1.7762220361655998e-11	-0.4974735494276355
44	9.690822389403321e-12	-0.4975309687588256
45	5.285813338481177e-12	-0.4975858361197406
46	2.88240997029895e-12	-0.4976383179432245
47	1.5714372163951852e-12	-0.49768856649762394
48	8.565249021354491e-13	-0.4977367213622568
49	4.667546842356673e-13	-0.49778291072221076
50	2.5430032612600907e-13	-0.49782725250776655
51	1.3852184675739506e-13	-0.4978698553997711
52	7.544077244159462e-14	-0.49791081971900625
53	4.107841322677396e-14	-0.4979502382148741
54	2.236371115349319e-14	-0.4979881967664505
55	1.2173055695061881e-14	-0.4980247750070605
56	6.624964381299784e-15	-0.4980600468819344
57	3.604941585955631e-15	-0.49809408114716364
58	1.9613092233195177e-15	-0.4981269418170401
59	1.0669138418178802e-15	-0.49815868856590384
60	5.802968843361065e-16	-0.49818937708980543
61	3.1558096582785284e-16	-0.49821905943259553
62	1.7159830673799816e-16	-0.49824778428045685
63	9.329507065440873e-17	-0.49827559722838616
64	5.07165473288657e-17	-0.4983025410216926
65	2.7566881619595775e-17	-0.498328655775205
66	1.4982152059458017e-17	-0.4983539791725504
67	8.141621418336513e-18	-0.49837854664758696
68	4.423838143312104e-18	-0.49840239154982835
69	2.40348041599189e-18	-0.498425545295483
